id,continent,region,area,terrain,religion,climate,culture,goods,name,colonization difficulty,manpower,tax
111,America,North America,Quebec,hill,pagan,tundra,abenaki,fur,Bas St-Laurent,5,2,3
112,America,North America,Acadie,forest,pagan,tundra,abenaki,naval_supplies,Bangor,4,2,3
113,America,North America,Acadie,forest,pagan,tundra,abenaki,fish,Micmac,4,1,3
114,America,North America,Acadie,hill,pagan,tundra,abenaki,fish,Gasp�sie,5,1,2
115,America,North America,Acadie,forest,pagan,tundra,abenaki,salt,Acadie,4,1,2
116,America,North America,Acadie,forest,pagan,ncontinental,abenaki,fish,Nova Scotia,3,1,3
117,America,North America,Acadie,forest,pagan,ncontinental,abenaki,naval_supplies,Isle Royale,4,1,2
118,America,North America,Newfoundland,hill,pagan,tundra,abenaki,fish,Gander,7,1,1
119,America,North America,Newfoundland,forest,pagan,ncontinental,abenaki,fish,Placentia,6,1,2
120,America,North America,Newfoundland,forest,pagan,tundra,abenaki,fish,Wabana,6,1,1
121,America,North America,Quebec,forest,pagan,arctic,native,fur,Saguenay,6,1,2
122,America,North America,Quebec,forest,pagan,arctic,native,fish,Manicouagan,6,1,1
123,America,North America,Labrador,forest,pagan,arctic,native,fish,Anticosti,8,1,1
124,America,North America,Labrador,forest,pagan,arctic,native,fish,Belle Isle,8,1,1
125,America,North America,Labrador,forest,pagan,arctic,native,naval_supplies,Caniapiscau,8,1,1
126,America,North America,Labrador,forest,pagan,arctic,inuit,fur,Nain,8,1,1
127,America,North America,Labrador,hill,pagan,arctic,inuit,fur,Torngat,9,1,1
128,America,North America,Hudson Bay,forest,pagan,arctic,inuit,fur,Ungava,9,1,1
129,America,North America,Hudson Bay,forest,pagan,arctic,inuit,copper,Minto,9,1,1
130,America,North America,Hudson Bay,forest,pagan,arctic,inuit,fish,Chisasibi,8,1,1
131,America,North America,Hudson Bay,forest,pagan,arctic,inuit,fur,Attawapiskat,8,1,1
132,America,North America,Hudson Bay,forest,pagan,arctic,cree,fur,Winisk,7,1,1
133,America,North America,Plaines,forest,pagan,arctic,cree,fur,Athabaska,8,1,1
134,America,North America,Hudson Bay,forest,pagan,arctic,cree,fur,Chimo,7,1,1
135,America,North America,Hudson Bay,forest,pagan,arctic,cree,fur,Eskimalt,8,1,1
136,America,North America,Hudson Bay,forest,pagan,arctic,cree,fur,Nueltin,8,1,1
137,America,Caribbean,Cuba,forest,pagan,tropical,caribbean,tobacco,Havana,3,1,7
138,America,Caribbean,Cuba,forest,pagan,tropical,caribbean,coffee,Moron,3,1,5
139,America,Caribbean,Cuba,forest,pagan,tropical,caribbean,sugar,Guantanamo,3,1,1
140,America,Caribbean,Cuba,forest,pagan,tropical,caribbean,sugar,Jamaica,4,1,1
141,America,Caribbean,Haiti,marsh,pagan,tropical,caribbean,sugar,Les Cayes,6,1,1
142,America,Caribbean,Haiti,hill,pagan,tropical,caribbean,sugar,Tortuga,5,1,4
143,America,Caribbean,Haiti,forest,pagan,tropical,caribbean,sugar,Barahona,5,1,5
144,America,Caribbean,Haiti,forest,pagan,tropical,caribbean,sugar,Puerto Rico,4,1,5
145,America,Caribbean,Haiti,forest,pagan,tropical,caribbean,sugar,St. Thomas,2,1,1
146,America,Caribbean,Antilles,forest,pagan,tropical,caribbean,wool,St. Martin,3,1,1
147,America,Caribbean,Antilles,forest,pagan,tropical,caribbean,sugar,Antigua,2,1,1
148,America,Caribbean,Antilles,forest,pagan,tropical,caribbean,wool,Dominica,3,1,1
149,America,Caribbean,Antilles,forest,pagan,tropical,caribbean,sugar,Guadeloupe,2,1,1
150,America,Caribbean,Antilles,forest,pagan,tropical,caribbean,sugar,Martinique,2,1,1
151,America,Caribbean,Antilles,forest,pagan,tropical,caribbean,sugar,Tobago & Trinidad,3,1,1
152,America,Caribbean,Antilles,forest,pagan,tropical,caribbean,sugar,Barbados,3,1,1
153,America,South America,Guiana,forest,pagan,tropical,caribbean,salt,Curacao,3,1,4
154,America,South America,Orenoque,forest,pagan,tropical,guajiro,spices,Yaraguay,7,1,2
155,America,South America,Orenoque,marsh,pagan,tropical,guajiro,wool,Apure,8,1,2
156,America,South America,Orenoque,forest,pagan,tropical,guajiro,sugar,Tocuvo,7,1,3
157,America,South America,Orenoque,marsh,pagan,tropical,guajiro,spices,Maracaibo,6,1,3
158,America,South America,Orenoque,marsh,pagan,tropical,guajiro,coffee,Cartagena,5,1,4
159,America,South America,Orenoque,hill,pagan,tropical,guajiro,wool,Yarumal,6,1,3
160,America,South America,Orenoque,hill,pagan,tropical,guajiro,gold,Bogota,5,1,4
161,America,South America,Orenoque,forest,pagan,tropical,guajiro,fur,Cupica,6,1,2
162,America,South America,Ecuador,forest,pagan,tropical,andean,gold,Cali,5,1,2
163,America,South America,Ecuador,hill,pagan,tropical,andean,wool,Azuay,6,1,2
164,America,South America,Ecuador,plains,pagan,tropical,andean,spices,Guayaquil,4,1,3
165,America,South America,Inca,plains,pagan,tropical,andean,coffee,Cajamarca,3,1,4
166,America,South America,Inca,plains,pagan,tropical,andean,grain,Huanuco,4,1,4
167,America,South America,Inca,hill,pagan,temperate,andean,wool,Ayacucho,4,1,3
168,America,South America,Inca,plains,pagan,temperate,andean,gold,Lima,4,1,6
169,America,South America,Inca,hill,pagan,temperate,andean,gold,Cuzco,4,3,5
170,America,South America,Inca,hill,pagan,temperate,andean,gold,Arequipa,4,1,5
171,America,South America,Inca,hill,pagan,temperate,andean,coffee,Moquega,7,1,3
172,America,South America,Inca,desert,pagan,desertic,andean,copper,Arica,8,1,1
173,America,South America,Chili,plains,pagan,desertic,andean,copper,Atacama,6,1,2
174,America,South America,Chili,forest,pagan,temperate,andean,grain,Coquimbo,5,1,3
175,America,South America,Chili,forest,pagan,temperate,andean,gold,Valparaiso,4,1,6
176,America,South America,Chili,forest,pagan,temperate,andean,naval_supplies,Talca,5,1,4
177,America,South America,Chili,hill,pagan,scontinental,native,wool,Aisen,7,1,2
178,America,South America,Orenoque,marsh,pagan,tropical,guajiro,wool,Caribe,8,1,2
179,America,South America,Guiana,marsh,pagan,tropical,guajiro,sugar,Cuyuni,8,1,2
180,America,South America,Guiana,marsh,pagan,tropical,guajiro,wool,Guyana,9,1,1
181,America,South America,Guiana,marsh,pagan,tropical,guajiro,sugar,Surinam,7,1,2
182,America,South America,Guiana,marsh,pagan,tropical,guajiro,sugar,Maroni,7,1,2
183,America,South America,Amazonia,marsh,pagan,tropical,native,fish,Amapa,7,1,2
184,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Manaus,9,1,1
185,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Solimoes,9,1,1
186,America,North America,Alaska,hill,pagan,arctic,inuit,fur,Aleutes,8,1,1
187,America,South America,Ecuador,marsh,pagan,tropical,native,naval_supplies,Pastaza,5,1,3
188,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Mirim,9,1,1
189,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Macacos,9,1,1
190,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Japura,9,1,1
191,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Canuma,9,1,1
192,America,South America,Amazonia,marsh,pagan,tropical,andean,naval_supplies,Taqari,9,1,1
193,America,South America,Inca,hill,pagan,temperate,andean,wool,Titicaca,6,1,3
194,America,South America,Inca,hill,pagan,temperate,andean,gold,Potosi,5,1,3
195,America,South America,Amazonia,forest,pagan,tropical,native,wool,Mato Grosso,9,1,1
196,America,South America,Amazonia,plains,pagan,tropical,native,wool,Goias,9,1,1
197,America,South America,Amazonia,marsh,pagan,tropical,native,fur,Caracas,9,1,1
198,America,South America,Belem,marsh,pagan,tropical,native,cotton,Marajo,7,1,4
199,America,South America,Belem,marsh,pagan,tropical,native,tobacco,Para,6,1,2
200,America,South America,Recife,forest,pagan,tropical,teremembe,tobacco,Tiracambu,5,1,4
201,America,South America,Recife,forest,pagan,tropical,teremembe,grain,Maranhao,5,1,3
202,America,South America,Recife,forest,pagan,tropical,teremembe,tobacco,Parnaiba,5,1,4
203,America,South America,Recife,forest,pagan,tropical,teremembe,sugar,Recife,5,1,5
204,America,South America,Recife,forest,pagan,tropical,teremembe,tobacco,Iguatu,5,1,3
205,America,South America,Recife,forest,pagan,tropical,teremembe,sugar,Pernambuc,5,1,6
206,America,South America,Bahia,forest,pagan,tropical,tupinamba,grain,Alagoas,5,1,3
207,America,South America,Bahia,forest,pagan,tropical,tupinamba,tobacco,Diamentina,5,1,2
208,America,South America,Bahia,plains,pagan,tropical,tupinamba,gold,Minas Gerais,5,1,2
209,America,South America,Bahia,forest,pagan,tropical,tupinamba,sugar,Salvador,4,1,3
210,America,South America,Bahia,forest,pagan,tropical,tupinamba,slaves,Itaimas,4,1,4
211,America,South America,Rio,forest,pagan,tropical,tupinamba,tobacco,Niteroi,5,1,5
212,America,South America,Rio,forest,pagan,tropical,tupinamba,copper,Araxa,6,1,2
213,America,South America,Rio,plains,pagan,tropical,tupinamba,wool,Curitiba,4,1,5
214,America,South America,Rio,plains,pagan,tropical,tupinamba,grain,Cangucu,4,1,3
215,America,South America,La Plata,plains,pagan,temperate,tupinamba,grain,Uruguay,3,1,6
216,America,South America,Paraguay,forest,pagan,tropical,tupinamba,grain,Artigas,6,1,2
217,America,South America,La Plata,forest,pagan,temperate,mataco,wool,Parana,4,1,5
218,America,South America,Paraguay,forest,pagan,tropical,mataco,grain,Neembucu,5,1,4
219,America,South America,Inca,hill,pagan,temperate,mataco,wool,Tucuman,5,1,2
220,America,South America,Inca,plains,pagan,tropical,mataco,wool,Jujuy,7,1,3
221,America,South America,Paraguay,forest,pagan,temperate,mataco,grain,Corrientes,5,1,3
222,America,South America,La Plata,plains,pagan,temperate,mataco,grain,Rosario,3,1,5
223,America,South America,La Plata,plains,pagan,temperate,mataco,grain,Aires,3,1,6
224,America,South America,La Plata,plains,pagan,temperate,mataco,grain,Copetonas,3,1,4
225,America,South America,Patagonia,plains,pagan,temperate,mataco,wool,San Matias,7,1,2
226,America,South America,Patagonia,plains,pagan,temperate,mataco,wool,Chubut,8,1,2
227,America,South America,Patagonia,plains,pagan,temperate,native,wool,Santa Cruz,8,1,1
228,America,South America,Patagonia,hill,pagan,scontinental,native,wool,Magallanes,9,1,1
229,America,South America,Patagonia,hill,pagan,scontinental,native,wool,Tierra del Fuego,9,1,1
230,America,South America,Falklands,plains,pagan,scontinental,native,fish,The Falklands,8,1,1
231,Europe,British Isles,Ireland,marsh,catholic,temperate,celtic,fish,Connaught,0,1,5
232,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,cloth,Ulster,0,2,7
233,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,grain,Meath,0,2,5
234,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,fish,Leinster,0,2,6
235,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,fish,Munster,0,2,5
236,Europe,British Isles,Scotland,hill,catholic,temperate,celtic,fish,The Highlands,0,3,3
237,Europe,British Isles,Scotland,hill,catholic,temperate,celtic,wool,The Grampians,0,2,5
238,Europe,British Isles,Scotland,plains,catholic,temperate,celtic,fish,Lothian,0,3,6
239,Europe,British Isles,Scotland,hill,catholic,temperate,celtic,iron,Strathclyde,0,2,7
240,Europe,British Isles,England,hill,catholic,temperate,english,cloth,Northumberland,0,2,7
241,Europe,British Isles,England,plains,catholic,temperate,english,cloth,Yorkshire,0,3,9
242,Europe,British Isles,England,plains,catholic,temperate,english,iron,Lancashire,0,5,11
243,Europe,British Isles,England,hill,catholic,temperate,celtic,iron,Wales,0,3,7
244,Europe,British Isles,England,plains,catholic,temperate,english,iron,Midlands,0,5,11
245,Europe,British Isles,England,plains,catholic,temperate,english,cloth,Lincoln,0,4,8
246,Europe,British Isles,England,plains,catholic,temperate,english,fish,Bristol,0,4,9
247,Europe,British Isles,England,plains,catholic,temperate,english,grain,Anglia,0,8,16
248,Europe,British Isles,England,plains,catholic,temperate,english,grain,Kent,0,4,9
249,Europe,British Isles,England,plains,catholic,temperate,english,grain,Wessex,0,3,8
250,Europe,British Isles,England,plains,catholic,temperate,english,copper,Cornwall,0,2,8
251,Europe,Scandinavia,Denmark,plains,catholic,temperate,scandinavian,grain,Sk�ne,0,5,15
252,Europe,Scandinavia,Sweden,forest,catholic,ncontinental,scandinavian,naval_supplies,Sm�land,0,2,4
253,Europe,Scandinavia,Sweden,forest,catholic,ncontinental,scandinavian,grain,V�sterg�tland,0,2,6
254,Europe,Scandinavia,Sweden,forest,catholic,ncontinental,scandinavian,fish,Svealand,0,5,10
255,Europe,Scandinavia,Norway,hill,catholic,ncontinental,scandinavian,naval_supplies,�stlandet,0,2,7
256,Europe,Scandinavia,Norway,hill,catholic,tundra,scandinavian,fish,Bergenshus,0,2,6
257,Europe,Scandinavia,Sweden,forest,catholic,tundra,scandinavian,copper,Bergslagen,0,2,8
258,Europe,Scandinavia,Norway,hill,catholic,tundra,scandinavian,fish,Tr�ndelag,0,2,5
259,Europe,Scandinavia,Norway,hill,catholic,tundra,ugric,fish,Narvik,0,1,2
260,Europe,Scandinavia,Sweden,marsh,catholic,tundra,ugric,fur,Lappland,0,1,1
261,Europe,Scandinavia,Norway,hill,catholic,tundra,ugric,fish,Finnmark,0,1,1
262,Europe,Eastern Europe,Russian North,hill,orthodox,tundra,ugric,fur,Kola,0,1,4
263,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,fur,�sterbotten,0,1,1
264,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,naval_supplies,Tavastland,0,1,1
265,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,naval_supplies,Nyland,0,2,4
266,Europe,Eastern Europe,Russian North,marsh,orthodox,tundra,ugric,naval_supplies,Kexholm,0,2,3
267,Europe,Eastern Europe,Russian North,forest,orthodox,tundra,ugric,fur,Olonets,0,4,5
268,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,naval_supplies,Vologda,0,4,6
269,Europe,Eastern Europe,Russian North,forest,orthodox,tundra,ugric,fur,Arkhangelsk,0,1,3
270,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Moscow,0,6,6
271,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,copper,Vladimir,0,5,5
272,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Nizhgorod,0,6,6
273,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,iron,Savolaks,0,1,2
274,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,fur,Novgorod,0,8,9
275,Europe,Eastern Europe,Baltic,marsh,orthodox,tundra,ugric,fish,Ingermanland,0,2,3
276,Europe,Eastern Europe,Baltic,forest,catholic,tundra,ugric,grain,Estland,0,3,6
277,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Pskov,0,5,5
278,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Tver,0,5,5
279,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Tula,0,12,13
280,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Welikia,0,5,6
281,Europe,Eastern Europe,Russia,forest,orthodox,tundra,ruthenian,iron,Polotsk,0,5,5
282,Europe,Eastern Europe,Baltic,marsh,catholic,ncontinental,ugric,grain,Livland,0,5,6
283,Europe,Eastern Europe,Baltic,forest,catholic,ncontinental,baltic,grain,Kurland,0,4,7
284,Europe,Eastern Europe,Russia,forest,orthodox,tundra,baltic,naval_supplies,Belarus,0,5,8
285,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Smolensk,0,5,6
286,Europe,Eastern Europe,Russia,plains,orthodox,tundra,russian,grain,Kursk,0,5,4
287,Europe,Eastern Europe,Russia,plains,orthodox,tundra,ruthenian,wool,Mozyr,0,5,3
288,Europe,Eastern Europe,Poland,forest,catholic,tundra,baltic,grain,Lithuania,0,5,8
289,Europe,HRE,Hansa,marsh,catholic,ncontinental,baltic,fish,Memel,0,4,6
290,Europe,HRE,Hansa,forest,catholic,ncontinental,baltic,naval_supplies,Prussia,0,4,8
291,Europe,Eastern Europe,Poland,plains,catholic,ncontinental,polish,cloth,Masovia,0,6,10
292,Europe,Eastern Europe,Poland,plains,catholic,tundra,polish,grain,Podlasia,0,4,6
293,Europe,Eastern Europe,Poland,marsh,orthodox,tundra,ruthenian,naval_supplies,Volyn,0,2,4
294,Europe,Eastern Europe,Poland,plains,orthodox,tundra,ruthenian,iron,Chernigov,0,4,6
295,Europe,Eastern Europe,Ukraine,plains,orthodox,tundra,ruthenian,grain,Ukraina,0,8,12
296,Europe,Eastern Europe,Ukraine,plains,sunni,temperate,tatar,wool,Jedisan,0,5,5
297,Europe,Eastern Europe,Ukraine,plains,orthodox,tundra,ruthenian,grain,Podolia,0,8,12
298,Europe,Eastern Europe,Poland,plains,orthodox,tundra,ruthenian,grain,Galizien,0,5,9
299,Europe,Eastern Europe,Poland,forest,catholic,ncontinental,polish,salt,Krakow,0,6,12
300,Europe,Eastern Europe,Poland,plains,catholic,ncontinental,polish,cloth,Wielkopolska,0,4,10
301,Europe,HRE,Hansa,marsh,catholic,ncontinental,polish,grain,Danzig,0,4,12
302,Europe,HRE,Hansa,marsh,catholic,ncontinental,german,grain,Hinterpommern,0,4,6
303,Europe,Eastern Europe,Poland,plains,catholic,ncontinental,polish,cloth,Poznan,0,4,10
304,Europe,HRE,Hansa,marsh,catholic,ncontinental,german,grain,Vorpommern,0,4,7
305,Europe,HRE,Hansa,plains,catholic,temperate,german,grain,Mecklenburg,0,6,10
306,Europe,HRE,Hansa,plains,catholic,ncontinental,german,grain,Holstein,0,5,13
307,Europe,Scandinavia,Denmark,plains,catholic,temperate,scandinavian,fish,Sj�lland,0,6,16
308,Europe,Scandinavia,Denmark,forest,catholic,ncontinental,scandinavian,fish,Gotland,0,2,8
309,Europe,Scandinavia,Denmark,plains,catholic,temperate,scandinavian,grain,Jylland,0,5,15
310,Europe,HRE,Germany,plains,catholic,ncontinental,german,salt,Hannover,0,5,12
311,Europe,HRE,Germany,plains,catholic,ncontinental,german,grain,Magdeburg,0,4,14
312,Europe,HRE,Germany,forest,catholic,ncontinental,german,grain,Brandenburg,0,8,12
